["LRY-REL-014285","CLAUSE_SEQUENCE","S08-LRY-PAIR-072-C003","S08-LRY-PAIR-072-C004","FORWARD",["SEQUENCE"],"LRY-PC-0700","ACTIVE"]
["LRY-LINE-1878",1878,"LRY-PC-0296","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.家庭经济好。如能善理财，钱滚钱。","e63d0d3dcc736e7ccabc2b7ba0f389f84504d3c70bd8369b45ec2cbce1ddd814","ACTIVE"]
["LRY-LINE-1879",1879,"LRY-PC-0296","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.重「物质生活」。","2a02aef50918f65ef582b0fa8baf85fda0666d9c5baea9ef3fb49c3f0d3748b0","ACTIVE"]
["LRY-LINE-1880",1880,"LRY-PC-0296","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.工作积极，工作有成就，赚钱多。","f004381a588aa6223ae266fde66fc90314814752210e4313a44c7d885dab6944","ACTIVE"]
["LRY-LINE-1881",1881,"LRY-PC-0296","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-1882",1882,"LRY-PC-0297","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"财帛科入兄弟：","633d199351e94ffe93c1c876f7ca95b482180786ed1874462c1cd6b47b37cb78","ACTIVE"]
["LRY-LINE-1883",1883,"LRY-PC-0297","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t1.「理财储蓄」。积蓄不多、足用应急。","1464917be29835e2ff20820436091f2d8eac6d464ad2047befb2a395a603b719","ACTIVE"]
["LRY-LINE-1884",1884,"LRY-PC-0298","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"兄弟科入财帛：","814ee21caab7d5cdd9a5bb3c649e19ed204cd8cd91c692b806400ef96a8198d0","ACTIVE"]
["LRY-LINE-1885",1885,"LRY-PC-0298","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「理财、作帐」。量入为出。","950cf5cb8eee9f01924566746de9ebd9ab301b27dcd61736abbba271eb7c94ce","ACTIVE"]
["LRY-LINE-1886",1886,"LRY-PC-0298","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-1887",1887,"LRY-PC-0299","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"财帛忌入兄弟：","acc4a2e5bcfea3c45026253aeaf310737c55629a2b2f08d2fe3ff71e7f995865","ACTIVE"]
["LRY-LINE-1888",1888,"LRY-PC-0299","ACTIVE_SOURCE_TEXT",["LIMITATION","QUANTITY"],"\t1.「勤快」、「俭约」、「储蓄」、「守成」、「安定」。","0f61f38ed07385cfa6da9dead539d834d953720de68416b8ba4e84949da28681","ACTIVE"]
["LRY-LINE-1889",1889,"LRY-PC-0299","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.适合上班族，可能加班、兼差。也适合「现金生意」〈忌，点滴累积〉。","624b5ecbb4225b92641e862de8a77788deedc615e9b92106f53ac3948c344a7e","ACTIVE"]
["LRY-LINE-1890",1890,"LRY-PC-0299","ACTIVE_SOURCE_TEXT",["CAUSAL","QUANTITY"],"\t3.格局好，「勤俭致富」、「小生意赚大钱」。","5dd8f5fe50d3589f481569308c6b2a491f8cbdd80a30346dd729643c72435848","ACTIVE"]
["LRY-LINE-1891",1891,"LRY-PC-0299","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t4.对朋友不多情，「少社交」〈冲交友三方〉。","9c9b262b9b66e2086488700e49562cd0d86f37eee11bd26500e8b6ef1bce1d44","ACTIVE"]
["LRY-LINE-1892",1892,"LRY-PC-0299","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.收藏星〈忌〉入收藏宫，适得其所。","ea8e17ce09fdddfd313bbe5daf3cb8804c9807bc3f04fa2eb111217d3969736e","ACTIVE"]
["LRY-LINE-1893",1893,"LRY-PC-0299","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.工作赚钱有一步一脚印的扎实个性。","0409e96df1d3415b4d6568b9902367ba911d93e2d93d51b9a1ecaa303eb6c70b","ACTIVE"]
["LRY-LINE-1894",1894,"LRY-PC-0299","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t7.为了工作赚钱，会想创业。","b20a7331799e8e453a11a99bb622e54c4883eaf7870cffdd7570abfc72657832","ACTIVE"]
["LRY-LINE-1895",1895,"LRY-PC-0299","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t8.为了工作赚钱，会少跟朋友往来〈冲交友〉。","de2bb12a2e4f85686fbde473e3da7ec7bc5a3ea8c8a959943213389e7eb1b9ca","ACTIVE"]
["LRY-LINE-1896",1896,"LRY-PC-0299","ACTIVE_SOURCE_TEXT",["NEGATION","SUBJECT_SCOPE"],"\t〈备注：财帛忌入田宅、疾厄、兄弟，为人容易现实、务实，不讲人情、不留情面〉。","c22e645382dedb20cfe863bbc28c31ee2a9bf6927ee4a5d17332f2ff84b40c69","ACTIVE"]
["LRY-LINE-1897",1897,"LRY-PC-0300","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"兄弟忌入财帛：","f26f87204b1b2f868be56f3359c617dc27302d2eb642d30a3d064d60c3836895","ACTIVE"]
["LRY-LINE-1898",1898,"LRY-PC-0300","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「退财」、「耗散」、「支出多」。","bf72e9ed1e0300635c5d7e7618eafcbc0b54bd47fdb1e55a3a7c711f3f80361b","ACTIVE"]
["LRY-LINE-1899",1899,"LRY-PC-0300","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t2.「不善理财」，「不容易存钱」、「经济压力」。","9b9024bde10d584ee8e430c459ad3401a5b78bc9fe0b117a1798ec23d0373d25","ACTIVE"]
["LRY-LINE-1900",1900,"LRY-PC-0300","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t3.最宜上班有「固定收入」。或从事「技术」、「中介」、「顾问」等「服务业」。","1c6cbff57f6d597a35ffa9587cf92fb4b2b981f2b10d207bd55c64d34ae77007","ACTIVE"]
["LRY-LINE-1901",1901,"LRY-PC-0300","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.防「投资败财」、「事业萎缩」。","46b3525d8826cc709c382f503ce9896886bc8ef72b34811d310ee73d295bf56a","ACTIVE"]
["LRY-LINE-1902",1902,"LRY-PC-0300","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.「健康走下坡」〈身体的气数位冲福德〉。","1a8d52c335196b2c149da11371a262152e0222b99709b3c8b418e19dc232c3e2","ACTIVE"]
["LRY-LINE-1903",1903,"LRY-PC-0300","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t6.防「兄弟之累」，小心与兄弟金钱往来。","82c970cffbd5c959b01aee154d1bb3cb71abf4d6980c0373d640ea61858d03ec","ACTIVE"]
["LRY-LINE-1904",1904,"LRY-PC-0300","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t7.对事业有野心，工作赚钱认真，退财。","d02869f6806d5cba7d5776a3cb230cab58bd18424fc23b2bddd5bcf28cc3b7ff","ACTIVE"]
["LRY-LINE-1905",1905,"LRY-PC-0300","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-1906",1906,"LRY-PC-0301","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"六、〈财帛宫 / 疾厄宫〉","dff222e3b1fc7cafac621ff6ea245040b18c40eaf980616f9e75b34e8ade4492","ACTIVE"]
["LRY-LINE-1907",1907,"LRY-PC-0302","HEADING_OR_CONTROL",["ASSERTION"],"财帛禄入疾厄：","0fdb86172f2db14d0164c8f454fb5c81ace67647a0056cb023537d96be00af84","ACTIVE"]
["LRY-LINE-1908",1908,"LRY-PC-0302","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「来财轻松」、「赚钱容易」。","ed00737e86da50345629b9100aeca9c1d1ab7064426e5d3b9223e90a22bd530c","ACTIVE"]
["LRY-LINE-1909",1909,"LRY-PC-0302","ACTIVE_SOURCE_TEXT",["CAUSAL","NEGATION","QUANTITY"],"\t2.「手头方便」，所以「不很积极」赚钱。","56666fbabb5927839ce7ba4294f78dd5bc46e6828f91d1f63f71078d91a6f3f5","ACTIVE"]
["LRY-LINE-1910",1910,"LRY-PC-0302","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.也欠缺「理财计划」及「金钱观念」。","962772c7d52f59f3bb5729bfec04a04cfc225184042f408b2bec147939736500","ACTIVE"]
["LRY-LINE-1911",1911,"LRY-PC-0302","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t4.可「高薪」或业绩分红薪水。","25c3a533286f929000554f692885c06e35a70512e06d45b714d861b1b35962a2","ACTIVE"]
["LRY-LINE-1912",1912,"LRY-PC-0303","HEADING_OR_CONTROL",["ASSERTION"],"疾厄禄入财帛：","27f0bb8e15761ab5c0da6729abe23c1ffba5c8fca6b2de0ad3e37fa2921267ad","ACTIVE"]
["LRY-LINE-1913",1913,"LRY-PC-0303","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「风花雪月财」、「赚软钱」〈桃花星〉。【备注：见桃花星，容易用身体换成钱】","119a018ff199ffcce810c90cc3fc25800c305c03a09698b59377891c1196ee0d","ACTIVE"]
["LRY-LINE-1914",1914,"LRY-PC-0303","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.少流汗、怕辛劳〈禄照福德〉。「生活条件优渥」，「享受现成」。","fdc441267d149068ed218bc15b23e57a435c14460321e96adea23de84ef03dce","ACTIVE"]
["LRY-LINE-1915",1915,"LRY-PC-0303","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.「来财容易」、「随性花用」。","975e38fda427bb261aea702e2931e1cf4ad353e8a52032413f722ae610314322","ACTIVE"]
["LRY-LINE-1916",1916,"LRY-PC-0303","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-1917",1917,"LRY-PC-0304","HEADING_OR_CONTROL",["ASSERTION"],"财帛权入疾厄：","836c8c642906696564487975940c8d76cfab6752e0aeb779d33841f532a92af6","ACTIVE"]
["LRY-LINE-1918",1918,"LRY-PC-0304","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「积极」、「活力」、「干劲」。「劳累」的「好收入」。","022ee74b27be8b46e5678353ffb2896a8fccbe9ded538ffcab05c2b2780620e1","ACTIVE"]
["LRY-LINE-1919",1919,"LRY-PC-0304","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.个性「主动」、「干脆」。具「耐力」与「抗压性」。","2878d7e7975abab60bc540a213410e2d1c353c246a2ce90c1ca1b58c74d261b6","ACTIVE"]
["LRY-LINE-1920",1920,"LRY-PC-0304","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.最宜「技术性粗活」。","a6615d1f2a68a32b6f8fa17e2faf2277f1ac87c786bf28281dfed0506f28074f","ACTIVE"]
["LRY-LINE-1921",1921,"LRY-PC-0304","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t4.格局好，「大笔钱收入」。可「高薪」、「高职」或业绩分红薪水。也可以「创业」。","5380665910630288644dce4c180abe9f9a286a1042b0c0b58c7bcafd08e0cf60","ACTIVE"]
["LRY-LINE-1922",1922,"LRY-PC-0305","HEADING_OR_CONTROL",["ASSERTION"],"疾厄权入财帛：","e04ad3abdc5df048109f1b9ced2ac0596b0f4ef3e2e6e6bb10c94ae68a8abe69","ACTIVE"]
["LRY-LINE-1923",1923,"LRY-PC-0305","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「卖体力」的「辛苦钱」、「敢操劳」的收入。","59cc5c7703bc53e010b887e740757cbd699210776759aaaa6fbca10990772d65","ACTIVE"]
["LRY-LINE-1924",1924,"LRY-PC-0305","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.身体越操越健康。","bdb5aeb9cc2c02d9d1d76a173472ac3d06f1ed635a2f7a98e58e68dd98d4e24d","ACTIVE"]
["LRY-LINE-1925",1925,"LRY-PC-0305","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.防「瘀、撞伤」，「职业伤害」。","46ccc3797542eb1542d3ba4959b7726732dea7e2d48c66d2e88e5ea82d2c8a90","ACTIVE"]
["LRY-LINE-1926",1926,"LRY-PC-0305","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.重「物质生活」。","2a02aef50918f65ef582b0fa8baf85fda0666d9c5baea9ef3fb49c3f0d3748b0","ACTIVE"]
["LRY-LINE-1927",1927,"LRY-PC-0305","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.对工作赚钱身体力行，尽心，努力。","488eb3e1fc00e7890d2e887f76e5245670d928cdbe9fcd07b6011ae5bf5205b8","ACTIVE"]
["LRY-LINE-1928",1928,"LRY-PC-0305","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-1929",1929,"LRY-PC-0306","HEADING_OR_CONTROL",["ASSERTION"],"财帛科入疾厄：","6de4dd476a78630f04e734bd749192ee722989456ec211532e66ce6a682edb85","ACTIVE"]
["LRY-LINE-1930",1930,"LRY-PC-0306","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t1.口袋不多装、刚好够用。","339961999f82ccc4af7ee68bf008d8fe4eb10b22644b6c1d4585b5670ea936cb","ACTIVE"]
["LRY-LINE-1931",1931,"LRY-PC-0306","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.收入「细水长流」、花钱多「犹豫」。","d02e14ec89f989ef8c372e1fe3c7a15ef855a88ae43ed2358060938e0b269654","ACTIVE"]
["LRY-LINE-1932",1932,"LRY-PC-0307","HEADING_OR_CONTROL",["ASSERTION"],"疾厄科入财帛：","c8dab841a57bcca0978370e1e9ad2654ee51aeff4abca4e5abe50aea04fd11c3","ACTIVE"]
["LRY-LINE-1933",1933,"LRY-PC-0307","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.身影优柔、文弱。","7a40cb1907ee06d7d1676dc0f7b05b3053ed5fae5b9644f750fa2d173c32aec8","ACTIVE"]
["LRY-LINE-1934",1934,"LRY-PC-0307","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.祥和、有病得贵人。","227a539290774f6d8697ecea17334669345171cd87410b27170c405729f9aa18","ACTIVE"]
["LRY-LINE-1935",1935,"LRY-PC-0307","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-1936",1936,"LRY-PC-0308","HEADING_OR_CONTROL",["ASSERTION"],"财帛忌入疾厄：","c4d10f59978e121abe7f0cc32c615503298221040470690b4e6998513fd0defc","ACTIVE"]
["LRY-LINE-1937",1937,"LRY-PC-0308","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t1.「节俭」、「勤快」、「算计」、「毫不浪费」。","559dcdc2cec99f9d58033632e2efa29acce04823a5541e42b0ee830cbf99b1f9","ACTIVE"]
["LRY-LINE-1938",1938,"LRY-PC-0308","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t2.赚「辛苦钱」或「钱花在刀口上」。","c3fc55c813bacca4935c17569d62fbf901a070381321bf2f7e9fe7d11340038b","ACTIVE"]
["LRY-LINE-1939",1939,"LRY-PC-0308","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t3.对朋友不多情，「少社交」〈冲交友三方〉。","c36726fded858ae2aec957ad336768d0aabf35ffa40643a32e7c41d2e6a3a89a","ACTIVE"]
["LRY-LINE-1940",1940,"LRY-PC-0308","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.适合「现金生意」〈忌，点滴累积〉。","f3ce7d0af76364bc6e59f701907b7cb3bc9743d4f672fe41d29435f954176896","ACTIVE"]
["LRY-LINE-1941",1941,"LRY-PC-0308","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.格局佳，「积沙成塔」。","77f8739803b8f745c35d9476e6d5cca344af9b926fdb8832d5fc16ad8fa6fb3f","ACTIVE"]
["LRY-LINE-1942",1942,"LRY-PC-0308","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.收藏星〈忌〉入「收藏宫」，适得其所。","5c25698cb6d05a2b7bb449ee878293676aa36613375882eaef0ec13622d18f02","ACTIVE"]
["LRY-LINE-1943",1943,"LRY-PC-0308","ACTIVE_SOURCE_TEXT",["NEGATION","SUBJECT_SCOPE"],"\t〈备注：财帛忌入田宅、疾厄、兄弟，为人容易现实、务实，不讲人情、不留情面〉。","c22e645382dedb20cfe863bbc28c31ee2a9bf6927ee4a5d17332f2ff84b40c69","ACTIVE"]
["LRY-LINE-1944",1944,"LRY-PC-0309","HEADING_OR_CONTROL",["ASSERTION"],"疾厄忌入财帛：","f13427b5a9fb51d9f43b80f8e6e92ce1bd42d540b9c5cbc1006fc18be1bc20c1","ACTIVE"]
["LRY-LINE-1945",1945,"LRY-PC-0309","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t1.「过劳」的赚钱或「口袋没钱」。","c0e24b655955c09e251f2249304897c6c301f3828847e96ff02756b4f020bfbb","ACTIVE"]
["LRY-LINE-1946",1946,"LRY-PC-0309","ACTIVE_SOURCE_TEXT",["NEGATION","ALTERNATIVE","QUANTITY"],"\t2.「乱无章法」的花钱或「狗急跳墙」的捞钱。","ae696a9a8566932b60ef051faddd0eaefefe1a2d2a8170fb727f4b3c26a04686","ACTIVE"]
["LRY-LINE-1947",1947,"LRY-PC-0309","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.「病痛花钱」、「长时间的医药费」。","14527eb895946f0d520957d37a9f8bb7344958333c568a80d82bd5e368811c6c","ACTIVE"]
["LRY-LINE-1948",1948,"LRY-PC-0309","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.适合从事「技术」、「中介」、「顾问」等「服务业」。","bcb6d306d87808e5cd67e99e912851c2a9a394992d04a6c6fac80c8215f92bba","ACTIVE"]
["LRY-LINE-1949",1949,"LRY-PC-0309","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.「家运弱」。","55b068879b48f36eb07e7e9c70c4e7d313e2f69218ed0c418042915c620628b0","ACTIVE"]
["LRY-LINE-1950",1950,"LRY-PC-0309","ACTIVE_SOURCE_TEXT",["CAUSAL","QUANTITY"],"\t6.单位的原因导致钱财流出【疾厄是事业的田宅】。","ad9831d14794c55d560f5b46090ad5f07d3639bb175ff22588dca588800f56e7","ACTIVE"]
["LRY-LINE-1951",1951,"LRY-PC-0309","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","COMPARISON","QUANTITY"],"\t7.想法较现实，或是会考虑较多；看病方面对钱会比较在意，现实，多比较计算。","46540bb8c5a78c4c599d673f332a3c66aebba48ef922290e414f7d2a1ad5eea9","ACTIVE"]
["LRY-LINE-1952",1952,"LRY-PC-0309","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-1953",1953,"LRY-PC-0310","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"七、〈事业宫 / 田宅宫〉","b0eeae46e1aa159ed128371d3efa750a43626be6a14eb7133d56e13de823da2c","ACTIVE"]
["LRY-LINE-1954",1954,"LRY-PC-0311","HEADING_OR_CONTROL",["ASSERTION"],"事业禄入田宅：","57c571e909cee7ea2fc98472ad9b0b49f2ce4b83e68af09142d767ac7fd1a4cf","ACTIVE"]
["LRY-LINE-1955",1955,"LRY-PC-0311","ACTIVE_SOURCE_TEXT",["COMPARISON","QUANTITY"],"\t1.「荫家庭」、「少计较」。","c1a94cad314ce1a51b25d45f5e4387a69304cf4723f8d7997227ec4699739aa9","ACTIVE"]
["LRY-LINE-1956",1956,"LRY-PC-0311","ACTIVE_SOURCE_TEXT",["CONDITION","NEGATION","CONTRAST","QUANTITY"],"\t2.「事业多平顺」，稳当、如意，但「不汲营劳累」。","ac659ef0e667650f22090a0449259f4e3a6d746d564da41d65e69248f743c376","ACTIVE"]
["LRY-LINE-1957",1957,"LRY-PC-0311","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.宜从商，适合「建筑」〈偏财星〉、「五金」、「装潢」、「水电」、「家庭用品」业。","5a958f8df3e427ad59fba02d40bb3709c6cddf960a4ac83d0f915e6c858769eb","ACTIVE"]
["LRY-LINE-1958",1958,"LRY-PC-0311","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t4.「高薪」或业绩分红薪水。","7065c6878176b2fe419105b32e0d23b9eef7c72705c3cc2b548ffa5a50b94500","ACTIVE"]
["LRY-LINE-1959",1959,"LRY-PC-0312","HEADING_OR_CONTROL",["ASSERTION"],"田宅禄入事业：","c8e5a6223c4e18b4f3996e483107e2c06662ba0f849a0df6e1e9ed0da995665d","ACTIVE"]
["LRY-LINE-1960",1960,"LRY-PC-0312","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.出身「家世好」。「得祖荫」、「承祖业」。","24d7e562779ffcfdf512754b16056839621b0b991607d8f684384f72640534db","ACTIVE"]
["LRY-LINE-1961",1961,"LRY-PC-0312","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.「家运平顺」，得家庭福、「生活条件优渥」。","b23e8f5ab62afa28c07c7e90e16a784025223fe58d21e97c6c1a214e5cdc18bc","ACTIVE"]
["LRY-LINE-1962",1962,"LRY-PC-0312","ACTIVE_SOURCE_TEXT",["NEGATION","ALTERNATIVE","QUANTITY"],"\t3.可投资〈从事〉「不动产行业」、「建筑业」〈偏财星〉、不动产「出租、营利」或「饭店旅馆」、「休闲产业」。","fdcac1e8836b12ffe76da1bb33d8e40104b7a8e6f986b1d66bbdc886d3504fc2","ACTIVE"]
["LRY-LINE-1963",1963,"LRY-PC-0312","ACTIVE_SOURCE_TEXT",["CONDITION","QUANTITY"],"\t4.容易房子「增建」、「装潢」〈逢权会〉。","40a1944ec8f1188f84dd16a928deca2e05412b432dddafadf4b5e9c5f2feecde","ACTIVE"]
["LRY-LINE-1964",1964,"LRY-PC-0312","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-1965",1965,"LRY-PC-0313","HEADING_OR_CONTROL",["ASSERTION"],"事业权入田宅：","9a0e4385432aa95ffe045426e49e273b3351c8e9d16c4270a30ce9fb804d8227","ACTIVE"]
["LRY-LINE-1966",1966,"LRY-PC-0313","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「积极、冲劲」。事业多稳定发展。","8168be012e9c72060859832238ac31431c65d55de62febe3e44fba3893a44964","ACTIVE"]
["LRY-LINE-1967",1967,"LRY-PC-0313","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.利于「升迁、创业」。「专技、专业」尤佳。","05adc1361bd0b06b4087f0c8e0963e826964f06f6843de2e4f3069d53efa2a76","ACTIVE"]
["LRY-LINE-1968",1968,"LRY-PC-0313","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.建筑业〈偏财星〉、五金、装潢、水电、家电、家具、家庭用品。","969b1c3fc6734ed6c2377cf3f88113864055b22761e5e7153fd92f93535825cd","ACTIVE"]
["LRY-LINE-1969",1969,"LRY-PC-0313","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t4.「高薪」、「高职」或业绩分红薪水。","8fbfd6c63c9fdd198c29e11679b0f045aefbebe32de9587b22cfba9ca8e64886","ACTIVE"]
["LRY-LINE-1970",1970,"LRY-PC-0314","HEADING_OR_CONTROL",["ASSERTION"],"田宅权入事业：","dad04d3f13e9b9116e4a5b62ea68498b94857cf9edd710a48c1d64e64574c484","ACTIVE"]
["LRY-LINE-1971",1971,"LRY-PC-0314","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「家福祖荫」、出身「家世好」、「承祖业」。","deabc375da0d4dcd2c0641937f758b86d55e92326d9d13c9ab37e474a6cee37e","ACTIVE"]
["LRY-LINE-1972",1972,"LRY-PC-0314","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.「家运兴旺」，重「物质生活」。","adc40c6117edca301e46618b9a401f26a976deb3b41e538185477e562dd98e9b","ACTIVE"]
["LRY-LINE-1973",1973,"LRY-PC-0314","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t3.可「自家开店」、不动产「出租、营利」。不动产行业〈偏财星〉。","e76d392a9ea63fafa025a45045cdb353f90b5bf165136fe02ec75a7ad06d996b","ACTIVE"]
["LRY-LINE-1974",1974,"LRY-PC-0314","ACTIVE_SOURCE_TEXT",["CONDITION","QUANTITY"],"\t4.容易房子「增建」、「装潢」〈逢禄会〉。","684bc1fb3f304dd48d717d3fc3c32b14c964014ac41cf98626cb8760811fd6d6","ACTIVE"]
["LRY-LINE-1975",1975,"LRY-PC-0314","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-1976",1976,"LRY-PC-0315","HEADING_OR_CONTROL",["ASSERTION"],"事业科入田宅：","e21eddf51ac7dc7c45f6c472ab45ed2371d932797be8077221f2a992463a526d","ACTIVE"]
["LRY-LINE-1977",1977,"LRY-PC-0315","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t1.上班安定或小生意。平妥、安稳是福。","b9ec0e085f76e85e22dc1bf2d76faa6adf0e938a67dd5b1b858ac305fb7e7701","ACTIVE"]
["LRY-LINE-1978",1978,"LRY-PC-0315","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.适合「装潢」、「室内设计」。","52aff6f28be5bd5ddf41f3e21e4141796029a58372fe87975652d5ace70bd9c1","ACTIVE"]
["LRY-LINE-1979",1979,"LRY-PC-0316","HEADING_OR_CONTROL",["ASSERTION"],"田宅科入事业：","3c83df955819ff778935614ddf3fbe5ef628fcf1e20943cc7b01350c737b7cc6","ACTIVE"]
["LRY-LINE-1980",1980,"LRY-PC-0316","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.可从事代书、会计、理财工作。","c329ccd56ce6626f87245fa6f759fca8efaa37fd7d6c981fecacfdc3d5ab09bc","ACTIVE"]
["LRY-LINE-1981",1981,"LRY-PC-0316","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-1982",1982,"LRY-PC-0317","HEADING_OR_CONTROL",["ASSERTION"],"事业忌入田宅：","c801e8fc75ce1c23f922e1d02366beb210afcd05e2754ed39d6d6e382d95bcad","ACTIVE"]
["LRY-LINE-1983",1983,"LRY-PC-0317","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「守成」、「安定」、「尽责」。常公职、大企业上班安定到退休。","a53b394a624d50501e721f6ac16cddb5574cac4b92e1d5465fa3cc3586443f52","ACTIVE"]
["LRY-LINE-1984",1984,"LRY-PC-0317","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.与家人胼手砥足的现金生意〈忌，点滴累积〉。可以「家、店合一」。","8ccdcd40b1fe1fb02299de07788c987cb9b3ac92459f9c492d4ae871c258744c","ACTIVE"]
