S09-J015-R0180-JI-S01	S09-J015-R0180-JI	1	配偶的身体不好	SPOUSE	ROMANTIC_RELATION+HEALTH_STATE	MARRIAGE_RELATION	HEALTH_BODY+PARENT_DOCUMENT	MARRIAGE_RELATION_CHAIN+HEALTH_RISK_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+HEALTH_ENDPOINT_LIMIT+FORMAL_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_HEALTH_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J024-R0277-LU-S02	S09-J024-R0277-LU	2	出外两人寸步不离	CONTEXT_SUBJECT	MIGRATION_ACTION	MIGRATION_OUTSIDE	SELF_BEHAVIOR	MIGRATION_OUTSIDE_CHAIN+SELF_STATE_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J024-R0277-QUAN-S01	S09-J024-R0277-QUAN	1	父母是恋爱结合	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	SELF_BEHAVIOR	PARENT_DOCUMENT_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J024-R0277-QUAN-S02	S09-J024-R0277-QUAN	2	婚后易因观念不同而争执	CONTEXT_SUBJECT	RELATION_CONFLICT	SELF_BEHAVIOR	NONE	SELF_STATE_CHAIN	NONE	PRESENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION	ACTIVE
S09-J024-R0277-KE-S01	S09-J024-R0277-KE	1	父母两人互相关心	PARENT	RELATION_SUPPORT	PARENT_DOCUMENT	SELF_BEHAVIOR	PARENT_DOCUMENT_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J024-R0277-KE-S02	S09-J024-R0277-KE	2	可白头偕老	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	SELF_BEHAVIOR	NONE	SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION	ACTIVE
S09-J024-R0277-JI-S01	S09-J024-R0277-JI	1	父母晚婚	PARENT	SEMANTIC_ACTION_REQUIRES_S17+ROMANTIC_RELATION+FORMAL_PROCESS	PARENT_DOCUMENT	SELF_BEHAVIOR+MARRIAGE_RELATION	PARENT_DOCUMENT_CHAIN+SELF_STATE_CHAIN+MARRIAGE_RELATION_CHAIN	婚姻正式化时间	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT+PERSON_TAIJI_REQUIRED+RELATION_STATUS_LIMIT+HIGH_THRESHOLD_REQUIRES_S17	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_RESULTIZATION+ZERO_RELATION_ENDPOINT	ACTIVE
S09-J024-R0277-JI-S02	S09-J024-R0277-JI	2	母亲多嫉妒	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	SELF_BEHAVIOR	PARENT_DOCUMENT_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J024-R0277-JI-S03	S09-J024-R0277-JI	3	故不美满	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	SELF_BEHAVIOR	NONE	SELF_STATE_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION	ACTIVE
S09-J024-R0278-LU-S01	S09-J024-R0278-LU	1	母亲与我缘分深	PARENT+SELF	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	SIBLING_RESOURCE	PARENT_DOCUMENT_CHAIN+RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+AUX_RESOURCE_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0278-LU-S02	S09-J024-R0278-LU	2	母亲好享受	PARENT	PLEASURE_STATE	PARENT_DOCUMENT	PLEASURE_MIND+SIBLING_RESOURCE	PARENT_DOCUMENT_CHAIN+MENTAL_PLEASURE_STATE_CHAIN+RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+PLEASURE_ONLY_LIMIT+AUX_RESOURCE_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_RESULTIZATION+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0278-LU-S03	S09-J024-R0278-LU	3	自赚自花	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	SIBLING_RESOURCE	NONE	RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+AUX_RESOURCE_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0278-QUAN-S01	S09-J024-R0278-QUAN	1	母亲对我管教严	PARENT+SELF	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	SIBLING_RESOURCE	PARENT_DOCUMENT_CHAIN+RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+AUX_RESOURCE_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0278-QUAN-S02	S09-J024-R0278-QUAN	2	唠叨	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	SIBLING_RESOURCE	NONE	RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+AUX_RESOURCE_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0278-QUAN-S03	S09-J024-R0278-QUAN	3	母亲有浪费之性	PARENT	MONEY_OUTFLOW	PARENT_DOCUMENT	PLEASURE_MIND+SIBLING_RESOURCE	PARENT_DOCUMENT_CHAIN+MENTAL_PLEASURE_STATE_CHAIN+RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+PLEASURE_ONLY_LIMIT+AUX_RESOURCE_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_RESULTIZATION+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0278-KE-S01	S09-J024-R0278-KE	1	母亲关心我	PARENT+SELF	RELATION_SUPPORT	PARENT_DOCUMENT	SIBLING_RESOURCE	PARENT_DOCUMENT_CHAIN+RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+AUX_RESOURCE_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0278-KE-S02	S09-J024-R0278-KE	2	鼓励我	SELF	SEMANTIC_ACTION_REQUIRES_S17	SIBLING_RESOURCE	NONE	RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+AUX_RESOURCE_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0278-KE-S03	S09-J024-R0278-KE	3	母亲爱面子	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	SIBLING_RESOURCE	PARENT_DOCUMENT_CHAIN+RESOURCE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+AUX_RESOURCE_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0278-JI-S01	S09-J024-R0278-JI	1	母亲守不住财	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	SIBLING_RESOURCE	PARENT_DOCUMENT_CHAIN+RESOURCE_RELATION_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+AUX_RESOURCE_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0278-JI-S02	S09-J024-R0278-JI	2	母亲烦心事常想不开	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	SIBLING_RESOURCE	PARENT_DOCUMENT_CHAIN+RESOURCE_RELATION_CHAIN	NONE	PRESENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+AUX_RESOURCE_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE	ACTIVE
S09-J024-R0279-LU-S01	S09-J024-R0279-LU	1	母亲人缘好	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	FRIEND_GROUP+MARRIAGE_RELATION	PARENT_DOCUMENT_CHAIN+FRIEND_PARTNERSHIP_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+RELATION_STATUS_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J024-R0279-LU-S02	S09-J024-R0279-LU	2	又很会做生意	CONTEXT_SUBJECT	CAREER_ACTION	CAREER_WORK	MARRIAGE_RELATION	CAREER_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J024-R0279-LU-S03	S09-J024-R0279-LU	3	并且帮助父亲的事业	PARENT	RELATION_SUPPORT+CAREER_ACTION	PARENT_DOCUMENT	CAREER_WORK+MARRIAGE_RELATION	PARENT_DOCUMENT_CHAIN+CAREER_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J024-R0279-QUAN-S01	S09-J024-R0279-QUAN	1	父亲努力工作	PARENT	CAREER_ACTION	PARENT_DOCUMENT	CAREER_WORK+MARRIAGE_RELATION	PARENT_DOCUMENT_CHAIN+CAREER_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J024-R0279-QUAN-S02	S09-J024-R0279-QUAN	2	振兴家业	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	PROPERTY_HOME	MARRIAGE_RELATION	PROPERTY_ASSET_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PROPERTY_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROPERTY_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J024-R0279-KE-S01	S09-J024-R0279-KE	1	母亲常因搭会或放债而或多或少有损耗	PARENT	SEMANTIC_ACTION_REQUIRES_S17+MONEY_OUTFLOW	PARENT_DOCUMENT	MARRIAGE_RELATION+MONEY_FINANCE	PARENT_DOCUMENT_CHAIN+MARRIAGE_RELATION_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	PRESENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT+PERSON_TAIJI_REQUIRED+DEBT_STATE_LIMIT+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_PEACH_ENDPOINT+ZERO_DEBT_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J024-R0279-JI-S01	S09-J024-R0279-JI	1	母亲不大爱管兄弟的事	PARENT+SIBLING	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	SIBLING_RESOURCE+MARRIAGE_RELATION	PARENT_DOCUMENT_CHAIN+RESOURCE_RELATION_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	PRESENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+AUX_RESOURCE_LIMIT+RELATION_STATUS_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_AUX_PALACE_OVERRIDE+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J024-R0279-JI-S02	S09-J024-R0279-JI	2	本人可能重拜养父母	SELF+PARENT	SEMANTIC_ACTION_REQUIRES_S17	SELF_BEHAVIOR	PARENT_DOCUMENT+MARRIAGE_RELATION	SELF_STATE_CHAIN+PARENT_DOCUMENT_CHAIN+MARRIAGE_RELATION_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT+FORMAL_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_FORMALIZATION_ENDPOINT+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J024-R0280-LU-S01	S09-J024-R0280-LU	1	母亲帮助父亲劳碌工作	PARENT	RELATION_SUPPORT+CAREER_ACTION	PARENT_DOCUMENT	CAREER_WORK+CHILD_OUTPUT	PARENT_DOCUMENT_CHAIN+CAREER_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J024-R0280-LU-S02	S09-J024-R0280-LU	2	使得父亲场面风光	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	CHILD_OUTPUT	PARENT_DOCUMENT_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J024-R0280-QUAN-S01	S09-J024-R0280-QUAN	1	母亲能干	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	CHILD_OUTPUT	PARENT_DOCUMENT_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J024-R0280-QUAN-S02	S09-J024-R0280-QUAN	2	工作努力	CONTEXT_SUBJECT	CAREER_ACTION	CAREER_WORK	CHILD_OUTPUT	CAREER_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J024-R0280-QUAN-S03	S09-J024-R0280-QUAN	3	持家有道	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CHILD_OUTPUT	NONE	CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J024-R0280-KE-S01	S09-J024-R0280-KE	1	母亲心系家事	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	CHILD_OUTPUT	PARENT_DOCUMENT_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J024-R0280-KE-S02	S09-J024-R0280-KE	2	关心子女	CHILD	RELATION_SUPPORT+CHILD_STATE	CHILD_OUTPUT	NONE	CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J024-R0280-KE-S03	S09-J024-R0280-KE	3	照顾家庭	FAMILY_HOME	RELATION_SUPPORT	PROPERTY_HOME	CHILD_OUTPUT	PROPERTY_ASSET_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PROPERTY_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROPERTY_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J024-R0280-KE-S04	S09-J024-R0280-KE	4	有贤名	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CHILD_OUTPUT	NONE	CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J024-R0280-JI-S01	S09-J024-R0280-JI	1	父母常因不合而吵架	PARENT	RELATION_CONFLICT	PARENT_DOCUMENT	CHILD_OUTPUT	PARENT_DOCUMENT_CHAIN+CHILD_OUTPUT_CHAIN	NONE	PRESENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
